,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt,season,team
2,2023-08-25,20:30,Bundesliga,Matchweek 2,Fri,Home,W,5,1,Stuttgart,1.8,1.1,54.0,46084.0,Willi Orban,4-2-2-2,Frank Willenborg,Match Report,,20.0,11.0,20.5,2.0,0,0,2024,RB Leipzig
3,2023-09-03,17:30,Bundesliga,Matchweek 3,Sun,Away,W,3,0,Union Berlin,1.2,0.3,64.0,22012.0,Willi Orban,4-2-2-2,Daniel Schlager,Match Report,,14.0,7.0,20.0,0.0,0,0,2024,RB Leipzig
4,2023-09-16,15:30,Bundesliga,Matchweek 4,Sat,Home,W,3,0,Augsburg,1.1,1.7,54.0,44746.0,Kevin Kampl,4-2-2-2,Sascha Stegemann,Match Report,,9.0,6.0,16.3,0.0,0,0,2024,RB Leipzig
6,2023-09-23,15:30,Bundesliga,Matchweek 5,Sat,Away,W,1,0,Gladbach,0.7,0.8,55.0,50122.0,Kevin Kampl,4-4-2,Robert Schröder,Match Report,,8.0,4.0,17.0,1.0,0,0,2024,RB Leipzig
8,2023-09-30,18:30,Bundesliga,Matchweek 6,Sat,Home,D,2,2,Bayern Munich,0.7,2.3,35.0,47069.0,Kevin Kampl,4-2-2-2,Marco Fritz,Match Report,,6.0,2.0,20.1,0.0,0,0,2024,RB Leipzig
10,2023-10-07,15:30,Bundesliga,Matchweek 7,Sat,Home,D,0,0,Bochum,2.5,0.4,75.0,44269.0,Kevin Kampl,4-4-2,Timo Gerach,Match Report,,15.0,3.0,21.0,2.0,0,2,2024,RB Leipzig
11,2023-10-21,15:30,Bundesliga,Matchweek 8,Sat,Away,W,3,1,Darmstadt 98,1.9,2.4,43.0,17810.0,Kevin Kampl,4-2-2-2,Harm Osmers,Match Report,,10.0,7.0,17.9,3.0,0,0,2024,RB Leipzig
13,2023-10-28,18:30,Bundesliga,Matchweek 9,Sat,Home,W,6,0,Köln,4.2,0.9,62.0,46480.0,Lukas Klostermann,3-4-1-2,Benjamin Brand,Match Report,,25.0,12.0,18.5,2.0,1,1,2024,RB Leipzig
15,2023-11-04,15:30,Bundesliga,Matchweek 10,Sat,Away,L,0,2,Mainz 05,0.5,0.9,67.0,30100.0,Kevin Kampl,3-4-3,Bastian Dankert,Match Report,,10.0,1.0,18.1,0.0,0,0,2024,RB Leipzig
17,2023-11-12,19:30,Bundesliga,Matchweek 11,Sun,Home,W,3,1,Freiburg,1.9,0.5,61.0,41117.0,Emil Forsberg,4-4-2,Patrick Ittrich,Match Report,,14.0,5.0,18.1,0.0,1,1,2024,RB Leipzig
18,2023-11-25,15:30,Bundesliga,Matchweek 12,Sat,Away,L,1,2,Wolfsburg,2.7,0.9,64.0,25350.0,Yussuf Poulsen,4-2-2-2,Robert Hartmann,Match Report,,25.0,9.0,15.3,0.0,0,0,2024,RB Leipzig
20,2023-12-02,15:30,Bundesliga,Matchweek 13,Sat,Home,W,2,1,Heidenheim,4.0,1.0,70.0,44887.0,Yussuf Poulsen,4-2-2-2,Christian Dingert,Match Report,,22.0,7.0,15.2,0.0,1,1,2024,RB Leipzig
21,2023-12-09,18:30,Bundesliga,Matchweek 14,Sat,Away,W,3,2,Dortmund,2.8,1.5,47.0,81365.0,Lukas Klostermann,3-4-3,Sven Jablonski,Match Report,,26.0,8.0,16.6,1.0,0,0,2024,RB Leipzig
23,2023-12-16,18:30,Bundesliga,Matchweek 15,Sat,Home,W,3,1,Hoffenheim,2.8,0.8,57.0,42946.0,Yussuf Poulsen,4-2-2-2,Robert Schröder,Match Report,,22.0,10.0,15.0,1.0,0,0,2024,RB Leipzig
24,2023-12-19,18:30,Bundesliga,Matchweek 16,Tue,Away,D,1,1,Werder Bremen,1.7,1.5,55.0,41000.0,Emil Forsberg,4-2-2-2,Tobias Reichel,Match Report,,17.0,8.0,16.1,0.0,0,0,2024,RB Leipzig
25,2024-01-13,15:30,Bundesliga,Matchweek 17,Sat,Home,L,0,1,Eint Frankfurt,3.5,1.1,62.0,45867.0,Kevin Kampl,4-4-2,Frank Willenborg,Match Report,,31.0,8.0,13.3,0.0,0,0,2024,RB Leipzig
26,2024-01-20,18:30,Bundesliga,Matchweek 18,Sat,Home,L,2,3,Leverkusen,1.6,2.0,40.0,46529.0,Lukas Klostermann,4-2-2-2,Matthias Jöllenbeck,Match Report,,10.0,6.0,15.7,0.0,0,0,2024,RB Leipzig
27,2024-01-27,15:30,Bundesliga,Matchweek 19,Sat,Away,L,2,5,Stuttgart,0.4,2.2,46.0,52100.0,Lukas Klostermann,4-2-2-2,Sven Jablonski,Match Report,,4.0,2.0,20.2,0.0,0,0,2024,RB Leipzig
28,2024-02-04,17:30,Bundesliga,Matchweek 20,Sun,Home,W,2,0,Union Berlin,1.1,0.5,66.0,44032.0,Willi Orban,4-2-2-2,Marco Fritz,Match Report,,16.0,6.0,15.9,1.0,0,0,2024,RB Leipzig
29,2024-02-10,15:30,Bundesliga,Matchweek 21,Sat,Away,D,2,2,Augsburg,1.3,0.7,58.0,28510.0,Willi Orban,4-2-2-2,Benjamin Brand,Match Report,,8.0,6.0,15.6,0.0,0,1,2024,RB Leipzig
31,2024-02-17,18:30,Bundesliga,Matchweek 22,Sat,Home,W,2,0,Gladbach,1.7,0.7,49.0,44822.0,Willi Orban,4-2-2-2,Sören Storks,Match Report,,16.0,9.0,16.3,0.0,0,0,2024,RB Leipzig
32,2024-02-24,18:30,Bundesliga,Matchweek 23,Sat,Away,L,1,2,Bayern Munich,0.9,1.5,43.0,75000.0,Willi Orban,4-2-2-2,Sascha Stegemann,Match Report,,11.0,6.0,20.5,0.0,0,0,2024,RB Leipzig
33,2024-03-02,15:30,Bundesliga,Matchweek 24,Sat,Away,W,4,1,Bochum,2.1,0.8,56.0,24200.0,Willi Orban,4-2-2-2,Harm Osmers,Match Report,,12.0,4.0,16.4,0.0,0,0,2024,RB Leipzig
35,2024-03-09,15:30,Bundesliga,Matchweek 25,Sat,Home,W,2,0,Darmstadt 98,3.2,0.5,64.0,40000.0,Willi Orban,4-2-2-2,Robert Hartmann,Match Report,,29.0,8.0,15.9,3.0,0,0,2024,RB Leipzig
36,2024-03-15,20:30,Bundesliga,Matchweek 26,Fri,Away,W,5,1,Köln,3.3,1.2,66.0,49000.0,Willi Orban,4-2-2-2,Florian Badstübner,Match Report,,22.0,8.0,15.8,1.0,0,0,2024,RB Leipzig
37,2024-03-30,15:30,Bundesliga,Matchweek 27,Sat,Home,D,0,0,Mainz 05,2.5,0.9,66.0,44813.0,Willi Orban,4-4-2,Frank Willenborg,Match Report,,20.0,9.0,15.9,0.0,0,0,2024,RB Leipzig
38,2024-04-06,15:30,Bundesliga,Matchweek 28,Sat,Away,W,4,1,Freiburg,2.3,1.6,53.0,33200.0,Willi Orban,4-2-2-2,Daniel Siebert,Match Report,,14.0,6.0,18.0,0.0,0,0,2024,RB Leipzig
39,2024-04-13,15:30,Bundesliga,Matchweek 29,Sat,Home,W,3,0,Wolfsburg,1.3,0.4,50.0,45858.0,Willi Orban,4-2-2-2,Christian Dingert,Match Report,,16.0,6.0,15.0,0.0,0,0,2024,RB Leipzig
40,2024-04-20,15:30,Bundesliga,Matchweek 30,Sat,Away,W,2,1,Heidenheim,1.8,1.0,61.0,15000.0,Willi Orban,4-2-2-2,Tobias Welz,Match Report,,12.0,4.0,14.9,0.0,0,0,2024,RB Leipzig
41,2024-04-27,15:30,Bundesliga,Matchweek 31,Sat,Home,W,4,1,Dortmund,2.6,1.6,39.0,47069.0,Willi Orban,4-2-2-2,Deniz Aytekin,Match Report,,21.0,7.0,18.6,0.0,0,0,2024,RB Leipzig
42,2024-05-03,20:30,Bundesliga,Matchweek 32,Fri,Away,D,1,1,Hoffenheim,0.8,1.6,45.0,25066.0,Willi Orban,4-2-2-2,Harm Osmers,Match Report,,8.0,4.0,17.5,0.0,0,0,2024,RB Leipzig
43,2024-05-11,15:30,Bundesliga,Matchweek 33,Sat,Home,D,1,1,Werder Bremen,1.4,1.1,45.0,47069.0,Willi Orban,3-4-3,Sascha Stegemann,Match Report,,13.0,5.0,17.3,0.0,0,0,2024,RB Leipzig
44,2024-05-18,15:30,Bundesliga,Matchweek 34,Sat,Away,D,2,2,Eint Frankfurt,1.6,2.1,53.0,57500.0,Willi Orban,4-2-2-2,Felix Zwayer,Match Report,,8.0,4.0,16.6,0.0,1,1,2024,RB Leipzig
1,2023-08-19,18:30,Bundesliga,Matchweek 1,Sat,Home,W,1.0,0.0,Köln,1.8,1.2,66.0,81365.0,Emre Can,4-2-3-1,Deniz Aytekin,Match Report,,13.0,2.0,12.5,0.0,0,0,2024,Dortmund
2,2023-08-26,15:30,Bundesliga,Matchweek 2,Sat,Away,D,1.0,1.0,Bochum,1.3,1.0,64.0,26000.0,Emre Can,4-1-4-1,Robert Schröder,Match Report,,14.0,3.0,15.4,0.0,0,0,2024,Dortmund
3,2023-09-01,20:30,Bundesliga,Matchweek 3,Fri,Home,D,2.0,2.0,Heidenheim,3.4,2.1,62.0,81365.0,Emre Can,4-3-3,Tobias Reichel,Match Report,,18.0,7.0,18.3,2.0,1,1,2024,Dortmund
4,2023-09-16,15:30,Bundesliga,Matchweek 4,Sat,Away,W,4.0,2.0,Freiburg,2.3,1.0,50.0,34700.0,Emre Can,4-3-3,Tobias Stieler,Match Report,,15.0,7.0,13.8,0.0,0,0,2024,Dortmund
6,2023-09-23,15:30,Bundesliga,Matchweek 5,Sat,Home,W,1.0,0.0,Wolfsburg,1.7,0.5,63.0,81365.0,Gregor Kobel,3-4-3,Sven Jablonski,Match Report,,18.0,4.0,19.4,2.0,0,0,2024,Dortmund
7,2023-09-29,20:30,Bundesliga,Matchweek 6,Fri,Away,W,3.0,1.0,Hoffenheim,1.6,1.9,47.0,30150.0,Gregor Kobel,4-2-3-1,Florian Badstübner,Match Report,,6.0,5.0,13.2,0.0,0,0,2024,Dortmund
9,2023-10-07,15:30,Bundesliga,Matchweek 7,Sat,Home,W,4.0,2.0,Union Berlin,1.6,1.4,66.0,81365.0,Emre Can,4-2-3-1,Patrick Ittrich,Match Report,,14.0,7.0,16.6,0.0,0,0,2024,Dortmund
10,2023-10-20,20:30,Bundesliga,Matchweek 8,Fri,Home,W,1.0,0.0,Werder Bremen,2.6,0.4,57.0,81365.0,Emre Can,4-5-1,Felix Brych,Match Report,,23.0,5.0,16.2,0.0,0,0,2024,Dortmund
12,2023-10-29,15:30,Bundesliga,Matchweek 9,Sun,Away,D,3.0,3.0,Eint Frankfurt,2.2,2.2,59.0,56500.0,Gregor Kobel,4-2-3-1,Robert Schröder,Match Report,,14.0,4.0,14.5,0.0,0,0,2024,Dortmund
14,2023-11-04,18:30,Bundesliga,Matchweek 10,Sat,Home,L,0.0,4.0,Bayern Munich,1.0,3.2,49.0,81365.0,Gregor Kobel,4-2-3-1,Deniz Aytekin,Match Report,,15.0,1.0,20.2,1.0,0,0,2024,Dortmund
16,2023-11-11,15:30,Bundesliga,Matchweek 11,Sat,Away,L,1.0,2.0,Stuttgart,1.0,4.2,41.0,55000.0,Gregor Kobel,4-3-3,Tobias Stieler,Match Report,,5.0,1.0,20.9,0.0,0,0,2024,Dortmund
17,2023-11-25,15:30,Bundesliga,Matchweek 12,Sat,Home,W,4.0,2.0,Gladbach,3.2,1.0,51.0,81365.0,Emre Can,4-2-3-1,Sven Jablonski,Match Report,,23.0,13.0,15.2,2.0,0,0,2024,Dortmund
19,2023-12-03,17:30,Bundesliga,Matchweek 13,Sun,Away,D,1.0,1.0,Leverkusen,0.7,2.1,31.0,30210.0,Emre Can,4-2-3-1,Daniel Siebert,Match Report,,6.0,2.0,15.9,0.0,0,0,2024,Dortmund
21,2023-12-09,18:30,Bundesliga,Matchweek 14,Sat,Home,L,2.0,3.0,RB Leipzig,1.5,2.8,53.0,81365.0,Emre Can,4-2-3-1,Sven Jablonski,Match Report,,18.0,6.0,16.1,0.0,0,0,2024,Dortmund
23,2023-12-16,15:30,Bundesliga,Matchweek 15,Sat,Away,D,1.0,1.0,Augsburg,2.6,1.8,63.0,30660.0,Emre Can,4-3-3,Matthias Jöllenbeck,Match Report,,24.0,7.0,16.4,0.0,0,0,2024,Dortmund
24,2023-12-19,20:30,Bundesliga,Matchweek 16,Tue,Home,D,1.0,1.0,Mainz 05,1.2,0.9,65.0,80350.0,Emre Can,4-3-3,Marco Fritz,Match Report,,22.0,7.0,19.5,1.0,0,0,2024,Dortmund
25,2024-01-13,18:30,Bundesliga,Matchweek 17,Sat,Away,W,3.0,0.0,Darmstadt 98,3.1,1.0,52.0,17810.0,Emre Can,4-3-3,Deniz Aytekin,Match Report,,17.0,8.0,18.4,0.0,0,0,2024,Dortmund
26,2024-01-20,15:30,Bundesliga,Matchweek 18,Sat,Away,W,4.0,0.0,Köln,3.4,1.3,61.0,50000.0,Gregor Kobel,4-3-3,Daniel Schlager,Match Report,,10.0,6.0,16.9,1.0,1,1,2024,Dortmund
27,2024-01-28,17:30,Bundesliga,Matchweek 19,Sun,Home,W,3.0,1.0,Bochum,2.9,0.5,63.0,81365.0,Niklas Süle,4-2-2-2,Benjamin Brand,Match Report,,17.0,4.0,14.8,1.0,2,2,2024,Dortmund
28,2024-02-02,20:30,Bundesliga,Matchweek 20,Fri,Away,D,0.0,0.0,Heidenheim,0.6,1.2,69.0,15000.0,Niklas Süle,4-2-2-2,Bastian Dankert,Match Report,,14.0,5.0,18.1,0.0,0,0,2024,Dortmund
29,2024-02-09,20:30,Bundesliga,Matchweek 21,Fri,Home,W,3.0,0.0,Freiburg,1.9,0.3,66.0,81365.0,Emre Can,4-2-2-2,Harm Osmers,Match Report,,17.0,8.0,14.6,0.0,0,0,2024,Dortmund
30,2024-02-17,15:30,Bundesliga,Matchweek 22,Sat,Away,D,1.0,1.0,Wolfsburg,1.4,1.8,63.0,28917.0,Emre Can,4-2-3-1,Martin Petersen,Match Report,,12.0,5.0,21.4,2.0,0,0,2024,Dortmund
32,2024-02-25,17:30,Bundesliga,Matchweek 23,Sun,Home,L,2.0,3.0,Hoffenheim,1.9,1.3,69.0,81365.0,Emre Can,4-2-3-1,Marco Fritz,Match Report,,21.0,7.0,15.9,1.0,0,0,2024,Dortmund
33,2024-03-02,15:30,Bundesliga,Matchweek 24,Sat,Away,W,2.0,0.0,Union Berlin,1.6,1.2,61.0,22012.0,Emre Can,4-2-3-1,Christian Dingert,Match Report,,13.0,7.0,16.2,0.0,0,0,2024,Dortmund
34,2024-03-09,18:30,Bundesliga,Matchweek 25,Sat,Away,W,2.0,1.0,Werder Bremen,1.2,1.8,54.0,42100.0,Emre Can,4-2-3-1,Deniz Aytekin,Match Report,,13.0,6.0,17.5,0.0,0,0,2024,Dortmund
36,2024-03-17,17:30,Bundesliga,Matchweek 26,Sun,Home,W,3.0,1.0,Eint Frankfurt,2.3,0.9,66.0,81365.0,Emre Can,4-3-3,Tobias Stieler,Match Report,,15.0,4.0,20.1,1.0,1,1,2024,Dortmund
37,2024-03-30,18:30,Bundesliga,Matchweek 27,Sat,Away,W,2.0,0.0,Bayern Munich,0.9,1.5,39.0,75000.0,Emre Can,4-3-3,Harm Osmers,Match Report,,11.0,5.0,17.7,0.0,0,0,2024,Dortmund
38,2024-04-06,18:30,Bundesliga,Matchweek 28,Sat,Home,L,0.0,1.0,Stuttgart,2.5,1.6,51.0,81365.0,Emre Can,4-3-3,Matthias Jöllenbeck,Match Report,,16.0,7.0,13.9,0.0,0,0,2024,Dortmund
40,2024-04-13,15:30,Bundesliga,Matchweek 29,Sat,Away,W,2.0,1.0,Gladbach,1.3,1.1,54.0,54042.0,Gregor Kobel,4-2-3-1,Florian Badstübner,Match Report,,11.0,3.0,21.9,0.0,1,1,2024,Dortmund
42,2024-04-21,17:30,Bundesliga,Matchweek 30,Sun,Home,D,1.0,1.0,Leverkusen,0.5,1.1,48.0,81365.0,Emre Can,4-1-4-1,Daniel Siebert,Match Report,,8.0,2.0,19.1,0.0,0,0,2024,Dortmund
43,2024-04-27,15:30,Bundesliga,Matchweek 31,Sat,Away,L,1.0,4.0,RB Leipzig,1.6,2.6,61.0,47069.0,Gregor Kobel,4-5-1,Deniz Aytekin,Match Report,,12.0,5.0,15.4,0.0,0,0,2024,Dortmund
45,2024-05-04,15:30,Bundesliga,Matchweek 32,Sat,Home,W,5.0,1.0,Augsburg,4.0,2.5,61.0,81365.0,Gregor Kobel,4-2-3-1,Robert Schröder,Match Report,,21.0,10.0,15.5,0.0,0,0,2024,Dortmund
47,2024-05-11,18:30,Bundesliga,Matchweek 33,Sat,Away,L,0.0,3.0,Mainz 05,0.4,2.1,68.0,33305.0,Niklas Süle,4-3-3,Tobias Stieler,Match Report,,9.0,2.0,21.7,0.0,0,0,2024,Dortmund
48,2024-05-18,15:30,Bundesliga,Matchweek 34,Sat,Home,W,4.0,0.0,Darmstadt 98,2.6,0.3,72.0,81365.0,Marco Reus,4-3-3,Daniel Siebert,Match Report,,21.0,9.0,17.5,3.0,0,0,2024,Dortmund
1,2023-08-20,17:30,Bundesliga,Matchweek 1,Sun,Home,W,1,0,Darmstadt 98,1.5,0.5,61.0,54000.0,Sebastian Rode,3-4-3,Harm Osmers,Match Report,,9.0,3.0,14.0,0.0,0,0,2024,Eintracht Frankfurt
3,2023-08-27,15:30,Bundesliga,Matchweek 2,Sun,Away,D,1,1,Mainz 05,1.1,1.2,60.0,33305.0,Kevin Trapp,3-4-3,Bastian Dankert,Match Report,,7.0,1.0,15.1,1.0,0,0,2024,Eintracht Frankfurt
5,2023-09-03,15:30,Bundesliga,Matchweek 3,Sun,Home,D,1,1,Köln,1.1,0.9,65.0,54000.0,Kevin Trapp,3-4-3,Florian Badstübner,Match Report,,13.0,2.0,14.3,0.0,0,0,2024,Eintracht Frankfurt
6,2023-09-16,18:30,Bundesliga,Matchweek 4,Sat,Away,D,1,1,Bochum,0.6,2.0,51.0,26000.0,Kevin Trapp,3-4-3,Benjamin Brand,Match Report,,8.0,6.0,21.8,0.0,0,0,2024,Eintracht Frankfurt
8,2023-09-24,17:30,Bundesliga,Matchweek 5,Sun,Home,D,0,0,Freiburg,0.6,0.5,57.0,55800.0,Kevin Trapp,3-4-3,Felix Zwayer,Match Report,,12.0,4.0,16.8,0.0,0,0,2024,Eintracht Frankfurt
9,2023-09-30,15:30,Bundesliga,Matchweek 6,Sat,Away,L,0,2,Wolfsburg,1.3,3.2,46.0,28323.0,Kevin Trapp,3-4-3,Frank Willenborg,Match Report,,8.0,4.0,15.6,0.0,0,0,2024,Eintracht Frankfurt
11,2023-10-08,19:30,Bundesliga,Matchweek 7,Sun,Home,W,2,0,Heidenheim,1.9,1.2,49.0,55800.0,Kevin Trapp,3-4-3,Daniel Schlager,Match Report,,12.0,6.0,18.7,1.0,0,1,2024,Eintracht Frankfurt
12,2023-10-21,15:30,Bundesliga,Matchweek 8,Sat,Away,W,3,1,Hoffenheim,2.4,1.4,46.0,30150.0,Robin Koch,3-4-3,Matthias Jöllenbeck,Match Report,,15.0,5.0,10.8,0.0,0,0,2024,Eintracht Frankfurt
14,2023-10-29,15:30,Bundesliga,Matchweek 9,Sun,Home,D,3,3,Dortmund,2.2,2.2,41.0,56500.0,Kevin Trapp,3-4-3,Robert Schröder,Match Report,,11.0,6.0,14.7,0.0,1,1,2024,Eintracht Frankfurt
16,2023-11-04,15:30,Bundesliga,Matchweek 10,Sat,Away,W,3,0,Union Berlin,1.6,0.7,50.0,22012.0,Kevin Trapp,3-4-3,Sven Jablonski,Match Report,,4.0,3.0,9.6,0.0,0,0,2024,Eintracht Frankfurt
18,2023-11-12,17:30,Bundesliga,Matchweek 11,Sun,Away,D,2,2,Werder Bremen,2.0,1.5,51.0,42100.0,Kevin Trapp,3-4-3,Benjamin Brand,Match Report,,14.0,3.0,17.3,0.0,0,0,2024,Eintracht Frankfurt
19,2023-11-25,18:30,Bundesliga,Matchweek 12,Sat,Home,L,1,2,Stuttgart,0.9,2.3,57.0,58000.0,Kevin Trapp,4-4-1-1,Felix Brych,Match Report,,14.0,1.0,20.3,0.0,0,0,2024,Eintracht Frankfurt
21,2023-12-03,19:30,Bundesliga,Matchweek 13,Sun,Away,L,1,2,Augsburg,1.0,1.4,64.0,26107.0,Kevin Trapp,5-4-1,Harm Osmers,Match Report,,14.0,6.0,19.0,1.0,0,0,2024,Eintracht Frankfurt
23,2023-12-09,15:30,Bundesliga,Matchweek 14,Sat,Home,W,5,1,Bayern Munich,1.3,2.1,36.0,58000.0,Kevin Trapp,4-4-2,Felix Zwayer,Match Report,,14.0,6.0,17.1,0.0,0,0,2024,Eintracht Frankfurt
25,2023-12-17,17:30,Bundesliga,Matchweek 15,Sun,Away,L,0,3,Leverkusen,0.2,2.5,39.0,30210.0,Kevin Trapp,3-4-3,Christian Dingert,Match Report,,4.0,2.0,19.8,0.0,0,0,2024,Eintracht Frankfurt
26,2023-12-20,20:30,Bundesliga,Matchweek 16,Wed,Home,W,2,1,Gladbach,1.4,0.3,63.0,58000.0,Kevin Trapp,4-4-2,Florian Badstübner,Match Report,,14.0,6.0,16.1,1.0,0,0,2024,Eintracht Frankfurt
27,2024-01-13,15:30,Bundesliga,Matchweek 17,Sat,Away,W,1,0,RB Leipzig,1.1,3.5,38.0,45867.0,Kevin Trapp,3-4-3,Frank Willenborg,Match Report,,5.0,1.0,12.9,0.0,0,0,2024,Eintracht Frankfurt
28,2024-01-20,15:30,Bundesliga,Matchweek 18,Sat,Away,D,2,2,Darmstadt 98,1.2,1.1,50.0,17750.0,Kevin Trapp,3-4-3,Daniel Siebert,Match Report,,8.0,4.0,16.4,0.0,0,0,2024,Eintracht Frankfurt
29,2024-01-26,20:30,Bundesliga,Matchweek 19,Fri,Home,W,1,0,Mainz 05,1.3,0.8,55.0,58000.0,Kevin Trapp,3-4-3,Felix Zwayer,Match Report,,11.0,3.0,17.8,0.0,0,0,2024,Eintracht Frankfurt
30,2024-02-03,18:30,Bundesliga,Matchweek 20,Sat,Away,L,0,2,Köln,0.8,1.3,59.0,50000.0,Kevin Trapp,3-4-3,Timo Gerach,Match Report,,11.0,4.0,16.9,1.0,0,0,2024,Eintracht Frankfurt
31,2024-02-10,15:30,Bundesliga,Matchweek 21,Sat,Home,D,1,1,Bochum,2.4,1.5,53.0,57500.0,Robin Koch,4-2-3-1,Sven Jablonski,Match Report,,9.0,2.0,12.6,0.0,0,0,2024,Eintracht Frankfurt
33,2024-02-18,15:30,Bundesliga,Matchweek 22,Sun,Away,D,3,3,Freiburg,1.0,2.2,46.0,34700.0,Kevin Trapp,3-4-3,Tobias Stieler,Match Report,,10.0,5.0,15.7,0.0,0,0,2024,Eintracht Frankfurt
35,2024-02-25,15:30,Bundesliga,Matchweek 23,Sun,Home,D,2,2,Wolfsburg,0.9,1.0,57.0,56500.0,Kevin Trapp,4-4-2,Daniel Schlager,Match Report,,12.0,5.0,14.9,0.0,0,0,2024,Eintracht Frankfurt
36,2024-03-02,15:30,Bundesliga,Matchweek 24,Sat,Away,W,2,1,Heidenheim,1.2,1.0,42.0,15000.0,Kevin Trapp,4-4-2,Sören Storks,Match Report,,10.0,5.0,13.4,1.0,0,0,2024,Eintracht Frankfurt
37,2024-03-10,17:30,Bundesliga,Matchweek 25,Sun,Home,W,3,1,Hoffenheim,2.4,0.6,64.0,57000.0,Kevin Trapp,3-4-3,Bastian Dankert,Match Report,,17.0,7.0,14.7,1.0,0,0,2024,Eintracht Frankfurt
38,2024-03-17,17:30,Bundesliga,Matchweek 26,Sun,Away,L,1,3,Dortmund,0.9,2.3,34.0,81365.0,Kevin Trapp,3-4-3,Tobias Stieler,Match Report,,9.0,6.0,17.9,1.0,0,0,2024,Eintracht Frankfurt
39,2024-03-30,15:30,Bundesliga,Matchweek 27,Sat,Home,D,0,0,Union Berlin,1.0,1.5,65.0,57100.0,Kevin Trapp,3-4-3,Marco Fritz,Match Report,,16.0,3.0,18.2,1.0,0,0,2024,Eintracht Frankfurt
40,2024-04-05,20:30,Bundesliga,Matchweek 28,Fri,Home,D,1,1,Werder Bremen,2.1,1.6,66.0,58000.0,Kevin Trapp,4-4-2,Robert Hartmann,Match Report,,24.0,5.0,14.5,0.0,0,0,2024,Eintracht Frankfurt
41,2024-04-13,18:30,Bundesliga,Matchweek 29,Sat,Away,L,0,3,Stuttgart,0.6,1.2,46.0,60000.0,Kevin Trapp,4-2-2-2,Deniz Aytekin,Match Report,,10.0,3.0,19.1,1.0,0,0,2024,Eintracht Frankfurt
42,2024-04-19,20:30,Bundesliga,Matchweek 30,Fri,Home,W,3,1,Augsburg,1.8,0.5,63.0,57600.0,Kevin Trapp,4-4-2,Martin Petersen,Match Report,,12.0,7.0,18.1,0.0,0,0,2024,Eintracht Frankfurt
43,2024-04-27,15:30,Bundesliga,Matchweek 31,Sat,Away,L,1,2,Bayern Munich,0.5,3.3,38.0,75000.0,Kevin Trapp,3-5-2,Daniel Schlager,Match Report,,10.0,3.0,22.6,0.0,0,0,2024,Eintracht Frankfurt
44,2024-05-05,17:30,Bundesliga,Matchweek 32,Sun,Home,L,1,5,Leverkusen,1.9,2.7,55.0,58000.0,Kevin Trapp,4-2-2-2,Christian Dingert,Match Report,,17.0,5.0,19.4,1.0,0,0,2024,Eintracht Frankfurt
45,2024-05-11,15:30,Bundesliga,Matchweek 33,Sat,Away,D,1,1,Gladbach,1.5,0.4,56.0,54042.0,Kevin Trapp,3-5-2,Robert Schröder,Match Report,,17.0,2.0,13.1,0.0,0,0,2024,Eintracht Frankfurt
46,2024-05-18,15:30,Bundesliga,Matchweek 34,Sat,Home,D,2,2,RB Leipzig,2.1,1.6,47.0,57500.0,Kevin Trapp,3-4-3,Felix Zwayer,Match Report,,21.0,5.0,17.2,0.0,1,1,2024,Eintracht Frankfurt
1,2023-08-19,15:30,Bundesliga,Matchweek 1,Sat,Home,L,1,2,Freiburg,1.4,2.6,50.0,25890.0,Oliver Baumann,3-5-2,Sven Jablonski,Match Report,,22.0,4.0,17.6,0.0,0,0,2024,Hoffenheim
2,2023-08-26,15:30,Bundesliga,Matchweek 2,Sat,Away,W,3,2,Heidenheim,3.0,2.4,62.0,15000.0,Oliver Baumann,3-4-3,Robert Hartmann,Match Report,,15.0,5.0,18.8,2.0,1,1,2024,Hoffenheim
3,2023-09-02,15:30,Bundesliga,Matchweek 3,Sat,Home,W,3,1,Wolfsburg,2.0,1.2,40.0,17500.0,Oliver Baumann,3-5-2,Felix Zwayer,Match Report,,10.0,5.0,16.9,1.0,0,0,2024,Hoffenheim
4,2023-09-16,15:30,Bundesliga,Matchweek 4,Sat,Away,W,3,1,Köln,1.0,1.0,44.0,49300.0,Oliver Baumann,3-5-2,Daniel Siebert,Match Report,,13.0,5.0,20.6,2.0,0,0,2024,Hoffenheim
5,2023-09-23,15:30,Bundesliga,Matchweek 5,Sat,Away,W,2,0,Union Berlin,2.0,1.6,43.0,20000.0,Oliver Baumann,3-5-2,Deniz Aytekin,Match Report,,10.0,2.0,19.1,2.0,1,1,2024,Hoffenheim
6,2023-09-29,20:30,Bundesliga,Matchweek 6,Fri,Home,L,1,3,Dortmund,1.9,1.6,53.0,30150.0,Oliver Baumann,3-5-2,Florian Badstübner,Match Report,,14.0,2.0,18.7,2.0,1,1,2024,Hoffenheim
7,2023-10-07,18:30,Bundesliga,Matchweek 7,Sat,Away,W,3,2,Werder Bremen,1.9,0.8,52.0,41000.0,Oliver Baumann,3-5-2,Christian Dingert,Match Report,,10.0,4.0,17.2,0.0,0,0,2024,Hoffenheim
